,jup_cat_no,year,band_A_App,band_B_App,band_C_App,band_D_App,band_E_App,band_Total_App,band_A_Offer,band_B_Offer,band_C_Offer,band_D_Offer,band_E_Offer,band_Total_Offer,college,fee,website,funding,program_name,duration,interview_flag,first_year_intake,program_short_name,English Language mean,English Language std,English Language min,English Language 25%,English Language 50%,English Language 75%,English Language max,Chinese Language mean,Chinese Language std,Chinese Language min,Chinese Language 25%,Chinese Language 50%,Chinese Language 75%,Chinese Language max,Mathematics (Core) mean,Mathematics (Core) std,Mathematics (Core) min,Mathematics (Core) 25%,Mathematics (Core) 50%,Mathematics (Core) 75%,Mathematics (Core) max,Liberal Studies mean,Liberal Studies std,Liberal Studies min,Liberal Studies 25%,Liberal Studies 50%,Liberal Studies 75%,Liberal Studies max,Best 5 mean,Best 5 std,Best 5 min,Best 5 25%,Best 5 50%,Best 5 75%,Best 5 max
247,JS4525,2016,160,103,197,289,387,1136,47,0,0,0,0,47,The Chinese University of Hong Kong,42100,http://www.pharmacy.cuhk.edu.hk/1/education/ug/bpharm/, UGC-funded,藥劑學 ,4, Yes (on a selective basis),61,Pharmacy,5.75,0.930949336,4,5,6,6.25,7,5,1.032795559,3,4,5,6,7,6.3125,0.602079729,5,6,6,7,7,4.9375,0.680073525,4,4.75,5,5,6,30.625,1.857417562,27,29.75,30.5,31.25,35
248,JS4525,2015,126,118,217,325,429,1215,40,0,0,0,0,40,The Chinese University of Hong Kong,42100,http://www.pharmacy.cuhk.edu.hk/1/education/ug/bpharm/, UGC-funded,藥劑學 ,4, Yes (on a selective basis),61,Pharmacy,6,1,4,6,6,7,7,5.222222222,1.481365736,3,4,6,6,7,6.777777778,0.440958552,6,7,7,7,7,6.444444444,0.726483157,5,6,7,7,7,33.11111111,1.269295518,32,32,33,34,35
249,JS4525,2014,140,118,222,339,439,1258,34,0,0,0,0,34,The Chinese University of Hong Kong,42100,http://www.pharmacy.cuhk.edu.hk/1/education/ug/bpharm/, UGC-funded,藥劑學 ,4, Yes (on a selective basis),61,Pharmacy,5.5,1.290994449,4,4.75,5.5,6.25,7,6.5,0.577350269,6,6,6.5,7,7,6.25,0.957427108,5,5.75,6.5,7,7,5.75,0.957427108,5,5,5.5,6.25,7,33.75,1.258305739,32,33.5,34,34.25,35
250,JS4525,2013,260,118,222,313,438,1351,36,0,0,0,0,36,The Chinese University of Hong Kong,42100,http://www.pharmacy.cuhk.edu.hk/1/education/ug/bpharm/, UGC-funded,藥劑學 ,4, Yes (on a selective basis),61,Pharmacy,5.833333333,0.752772653,5,5.25,6,6,7,5.666666667,1.032795559,4,5.25,6,6,7,6.166666667,0.98319208,5,5.25,6.5,7,7,5,1.264911064,4,4,4.5,5.75,7,33.33333333,1.032795559,32,33,33,33.75,35
251,JS4525,2012,202,131,246,382,467,1428,54,0,0,0,0,54,The Chinese University of Hong Kong,42100,http://www.pharmacy.cuhk.edu.hk/1/education/ug/bpharm/, UGC-funded,藥劑學 ,4, Yes (on a selective basis),61,Pharmacy,5.470588235,0.799816155,4,5,5,6,7,5.647058824,1.169464432,4,5,6,7,7,6.411764706,0.618346942,5,6,6,7,7,5.117647059,1.11143786,4,4,5,6,7,32.41176471,1.970368732,29,31,32,34,35
252,JS4513,2017,802,626,978,985,817,4208,162,0,0,0,0,162,The Chinese University of Hong Kong,42100,http://www.nur.cuhk.edu.hk, UGC-funded,護理學 ,5, Yes (on a selective basis),197,Nursing,4.909090909,0.683763459,4,4.25,5,5,6,4.954545455,1.290155868,3,4,5,6,7,5.045454545,0.898531751,4,4,5,6,7,4.863636364,0.833549755,4,4,5,5.75,6,26.31818182,1.286796082,24,25,26,27.75,28
253,JS4513,2016,887,588,984,1039,933,4431,173,0,0,0,0,173,The Chinese University of Hong Kong,42100,http://www.nur.cuhk.edu.hk, UGC-funded,護理學 ,5, Yes (on a selective basis),197,Nursing,4.5,0.76088591,3,4,4,5,6,5.2,0.695852374,4,5,5,6,6,5.2,0.833508753,4,5,5,6,7,4.9,0.911909506,3,4,5,6,6,26.75,1.970172314,24,25.75,26,28,33
254,JS4513,2015,1003,730,1157,1285,1166,5341,174,0,0,0,0,174,The Chinese University of Hong Kong,42100,http://www.nur.cuhk.edu.hk, UGC-funded,護理學 ,5, Yes (on a selective basis),197,Nursing,4.8,0.996545758,3,4,5,5,7,4.966666667,0.889917987,4,4,5,5,7,5.233333333,0.773854363,4,5,5,6,7,5,1.050451463,3,4,5,6,7,26.76666667,1.675036455,25,26,26,27,32
255,JS4513,2014,1060,893,1287,1512,1338,6090,181,0,0,0,0,181,The Chinese University of Hong Kong,42100,http://www.nur.cuhk.edu.hk, UGC-funded,護理學 ,5, Yes (on a selective basis),197,Nursing,4.333333333,0.570265949,3,4,4,5,5,4.642857143,0.905846285,3,4,4.5,5,6,5,0.796333059,4,4,5,5.75,7,4.80952381,0.968733023,3,4,5,5,7,25.76190476,1.321667901,24,25,26,26.75,29
256,JS4513,2013,1370,930,1295,1517,1461,6573,184,0,0,0,0,184,The Chinese University of Hong Kong,42100,http://www.nur.cuhk.edu.hk, UGC-funded,護理學 ,5, Yes (on a selective basis),197,Nursing,4.769230769,0.667341089,4,4,5,5,6,5.025641026,1.111830626,3,4,5,6,7,5.025641026,0.959363262,3,4,5,6,7,4.538461538,0.755546294,3,4,4,5,6,26.53846154,2.137954677,24,25,26,27.5,32
257,JS4513,2012,1548,1001,1622,1932,1621,7724,198,0,1,0,0,199,The Chinese University of Hong Kong,42100,http://www.nur.cuhk.edu.hk, UGC-funded,護理學 ,5, Yes (on a selective basis),197,Nursing,4.25,0.630425172,3,4,4,5,5,4.6,0.928190962,3,4,4,5,7,4.725,0.750640752,4,4,5,5,6,4.7,0.882885711,3,4,5,5,7,24.375,1.94392545,22,23,24,25,30
258,JS4502,2017,44,21,21,34,99,219,12,0,0,0,0,12,The Chinese University of Hong Kong,42100,http://www.med.cuhk.edu.hk/gps, UGC-funded,內外全科醫學士課程環球醫學領袖培訓專修組別 ,56, Yes (on a selective basis),25,Medicine (MBChB) Programme Global Physician-Leadership Stream (GPS),6.666666667,0.577350269,6,6.5,7,7,7,6.666666667,0.577350269,6,6.5,7,7,7,6.666666667,0.577350269,6,6.5,7,7,7,6.333333333,0.577350269,6,6,6,6.5,7,35,0,35,35,35,35,35
259,JS4502,2016,38,22,19,47,80,206,8,0,0,0,0,8,The Chinese University of Hong Kong,42100,http://www.med.cuhk.edu.hk/gps, UGC-funded,內外全科醫學士課程環球醫學領袖培訓專修組別 ,56, Yes (on a selective basis),25,Medicine (MBChB) Programme Global Physician-Leadership Stream (GPS),7,,7,7,7,7,7,6,,6,6,6,6,6,7,,7,7,7,7,7,7,,7,7,7,7,7,35,,35,35,35,35,35
260,JS4502,2015,33,24,25,44,118,244,6,0,0,0,0,6,The Chinese University of Hong Kong,42100,http://www.med.cuhk.edu.hk/gps, UGC-funded,內外全科醫學士課程環球醫學領袖培訓專修組別 ,56, Yes (on a selective basis),25,Medicine (MBChB) Programme Global Physician-Leadership Stream (GPS),6,,6,6,6,6,6,7,,7,7,7,7,7,6,,6,6,6,6,6,7,,7,7,7,7,7,35,,35,35,35,35,35
261,JS4502,2014,49,23,27,42,93,234,10,0,0,0,0,10,The Chinese University of Hong Kong,42100,http://www.med.cuhk.edu.hk/gps, UGC-funded,內外全科醫學士課程環球醫學領袖培訓專修組別 ,56, Yes (on a selective basis),25,Medicine (MBChB) Programme Global Physician-Leadership Stream (GPS),6.333333333,0.577350269,6,6,6,6.5,7,5.666666667,0.577350269,5,5.5,6,6,6,6.333333333,0.577350269,6,6,6,6.5,7,6.666666667,0.577350269,6,6.5,7,7,7,34.33333333,1.154700538,33,34,35,35,35
262,JS4501,2017,457,63,120,150,253,1043,119,0,0,0,0,119,The Chinese University of Hong Kong,42100,http://mbchb.med.cuhk.edu.hk/, UGC-funded,內外全科醫學士課程 ,6, Yes (on a selective basis),235,Medicine (MBChB) Programme,6.263157895,0.733492806,5,6,6,7,7,5.473684211,1.073334423,4,5,5,6,7,6.315789474,0.749268649,5,6,6,7,7,5.578947368,1.169795304,4,4.5,6,6.5,7,33.15789474,1.572795031,31,32,33,35,35
263,JS4501,2016,391,58,100,169,297,1015,130,0,0,0,0,130,The Chinese University of Hong Kong,42100,http://mbchb.med.cuhk.edu.hk/, UGC-funded,內外全科醫學士課程 ,6, Yes (on a selective basis),235,Medicine (MBChB) Programme,5.884615385,0.863801972,4,5,6,6.75,7,5.769230769,1.069866994,4,5,6,7,7,6.192307692,0.938902797,4,5.25,6.5,7,7,5.653846154,1.056117709,4,5,6,6.75,7,32.84615385,1.488416815,30,32,33,34,35
264,JS4501,2015,452,59,132,185,321,1149,125,0,0,0,0,125,The Chinese University of Hong Kong,42100,http://mbchb.med.cuhk.edu.hk/, UGC-funded,內外全科醫學士課程 ,6, Yes (on a selective basis),235,Medicine (MBChB) Programme,6.090909091,0.811177328,5,5.25,6,7,7,5.818181818,1.097024705,4,5,6,7,7,6.272727273,0.550481883,5,6,6,7,7,5.863636364,0.833549755,4,5,6,6,7,32.5,1.10194633,31,32,32.5,33,34
265,JS4501,2014,486,77,147,238,340,1288,110,0,0,0,0,110,The Chinese University of Hong Kong,42100,http://mbchb.med.cuhk.edu.hk/, UGC-funded,內外全科醫學士課程 ,6, Yes (on a selective basis),235,Medicine (MBChB) Programme,5.4375,0.62915287,4,5,5.5,6,6,5,1.032795559,4,4,5,6,7,6.4375,0.62915287,5,6,6.5,7,7,5.6875,0.87321246,4,5,6,6,7,32.6875,1.138346754,31,32,33,33,35
266,JS4501,2013,626,96,171,255,394,1542,116,0,0,0,0,116,The Chinese University of Hong Kong,42100,http://mbchb.med.cuhk.edu.hk/, UGC-funded,內外全科醫學士課程 ,6, Yes (on a selective basis),235,Medicine (MBChB) Programme,5.652173913,0.884651737,4,5,6,6,7,5.608695652,1.157549545,4,4.5,6,6.5,7,6.347826087,0.775106776,5,6,7,7,7,5.652173913,0.831684799,4,5,6,6,7,32.86956522,1.179535649,31,32,33,34,35
267,JS4501,2012,574,83,220,323,451,1651,139,0,0,0,0,139,The Chinese University of Hong Kong,42100,http://mbchb.med.cuhk.edu.hk/, UGC-funded,內外全科醫學士課程 ,6, Yes (on a selective basis),235,Medicine (MBChB) Programme,6.035714286,0.744468135,5,5.75,6,7,7,5.5,1.03637545,4,5,5,6,7,6.178571429,0.722832465,4,6,6,7,7,5.285714286,1.083791112,4,4,5,6,7,31.78571429,1.286889528,29,31,32,33,34
268,JS4550,2017,175,206,388,551,504,1824,21,0,0,0,0,21,The Chinese University of Hong Kong,42100,http://biomedsci.sbs.cuhk.edu.hk, UGC-funded,生物醫學 ,4, Yes (on a selective basis),20,Biomedical Sciences,5.666666667,0.577350269,5,5.5,6,6,6,4.333333333,0.577350269,4,4,4,4.5,5,5.666666667,1.527525232,4,5,6,6.5,7,5.333333333,1.154700538,4,5,6,6,6,29.66666667,0.577350269,29,29.5,30,30,30
269,JS4550,2016,151,160,333,496,416,1556,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://biomedsci.sbs.cuhk.edu.hk, UGC-funded,生物醫學 ,4, Yes (on a selective basis),20,Biomedical Sciences,5,0.707106781,4,5,5,5,6,5,0.707106781,4,5,5,5,6,5.8,1.095445115,4,6,6,6,7,5.2,0.836660027,4,5,5,6,6,29.2,1.303840481,28,28,29,30,31
270,JS4542,2017,136,99,272,371,349,1227,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.scm.cuhk.edu.hk, UGC-funded,中醫學 ,6, Yes (on a selective basis),25,Chinese Medicine,5.25,0.5,5,5,5,5.25,6,5.25,0.957427108,4,4.75,5.5,6,6,6.25,0.5,6,6,6,6.25,7,4.25,0.5,4,4,4,4.25,5,28,0.816496581,27,27.75,28,28.25,29
271,JS4542,2016,141,144,217,344,381,1227,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.scm.cuhk.edu.hk, UGC-funded,中醫學 ,6, Yes (on a selective basis),25,Chinese Medicine,5.571428571,0.786795792,5,5,5,6,7,5.714285714,0.951189731,5,5,5,6.5,7,5.428571429,1.397276262,4,4,6,6.5,7,5.571428571,0.975900073,5,5,5,6,7,28.85714286,1.069044968,27,28.5,29,29.5,30
272,JS4542,2015,145,117,297,391,456,1406,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.scm.cuhk.edu.hk, UGC-funded,中醫學 ,6, Yes (on a selective basis),25,Chinese Medicine,4.4,0.547722558,4,4,4,5,5,4.4,0.547722558,4,4,4,5,5,6.2,0.836660027,5,6,6,7,7,4.8,0.836660027,4,4,5,5,6,29.6,2.302172887,28,28,28,31,33
273,JS4542,2014,165,171,340,467,485,1628,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.scm.cuhk.edu.hk, UGC-funded,中醫學 ,6, Yes (on a selective basis),25,Chinese Medicine,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
274,JS4824,2017,426,287,539,641,588,2481,66,0,0,0,0,66,The Chinese University of Hong Kong,42100,http://www.econ.cuhk.edu.hk/dept/index.php, UGC-funded,經濟學 ,4, Yes (on a selective basis),70,Economics,3.9,0.567646212,3,4,4,4,5,3.8,0.632455532,3,3.25,4,4,5,4.6,0.843274043,4,4,4,5,6,4,0.942809042,2,4,4,4.75,5,23.6,0.699205899,23,23,23.5,24,25
275,JS4824,2016,337,228,473,723,659,2420,76,0,0,0,0,76,The Chinese University of Hong Kong,42100,http://www.econ.cuhk.edu.hk/dept/index.php, UGC-funded,經濟學 ,4, Yes (on a selective basis),70,Economics,3.8,0.861891607,3,3,4,4.5,5,3.733333333,0.703731551,3,3,4,4,5,5.133333333,0.990430402,4,4.5,5,5.5,7,4.8,1.146423008,3,4,4,6,7,25,1.253566341,24,24,24,26,27
276,JS4824,2015,445,381,643,928,942,3339,64,0,0,0,0,64,The Chinese University of Hong Kong,42100,http://www.econ.cuhk.edu.hk/dept/index.php, UGC-funded,經濟學 ,4, Yes (on a selective basis),70,Economics,4,0.577350269,3,4,4,4,5,4,0.577350269,3,4,4,4,5,5.076923077,0.862316499,4,5,5,5,7,4.846153846,1.28102523,4,4,4,5,7,25,1.154700538,24,24,25,25,28
277,JS4824,2014,533,453,735,1021,996,3738,56,0,0,0,0,56,The Chinese University of Hong Kong,42100,http://www.econ.cuhk.edu.hk/dept/index.php, UGC-funded,經濟學 ,4, Yes (on a selective basis),70,Economics,3.75,0.774596669,3,3,4,4,5,4.3125,0.793200269,3,4,4,5,6,5.4375,0.963932916,4,4.75,6,6,7,4.125,0.718795288,3,4,4,4,6,25.6875,1.701714821,23,24,26,26,29
278,JS4824,2013,504,394,589,916,963,3366,61,0,0,0,0,61,The Chinese University of Hong Kong,42100,http://www.econ.cuhk.edu.hk/dept/index.php, UGC-funded,經濟學 ,4, Yes (on a selective basis),70,Economics,4.352941176,1.05718828,3,4,4,5,6,4.470588235,0.717430054,3,4,4,5,6,5.352941176,0.931475742,4,5,5,6,7,4.882352941,0.781213234,4,4,5,5,6,26.23529412,2.278415342,24,25,26,27,34
279,JS4824,2012,741,501,901,1385,1316,4844,61,1,0,0,0,62,The Chinese University of Hong Kong,42100,http://www.econ.cuhk.edu.hk/dept/index.php, UGC-funded,經濟學 ,4, Yes (on a selective basis),70,Economics,4,0.632455532,3,4,4,4,5,4.619047619,1.321975434,3,3,5,5,7,5.333333333,0.856348839,4,5,5,6,7,4.19047619,0.92838826,3,4,4,5,6,26.76190476,1.670471847,24,26,27,27,31
280,JS4812,2017,129,92,192,276,289,978,22,0,0,0,0,22,The Chinese University of Hong Kong,42100,http://www.arch.cuhk.edu.hk, UGC-funded,建築學 ,4, Yes (on a selective basis),34,Architectural Studies,5.666666667,0.577350269,5,5.5,6,6,6,5,1,4,4.5,5,5.5,6,5.666666667,0.577350269,5,5.5,6,6,6,5,1,4,4.5,5,5.5,6,27.33333333,0.577350269,27,27,27,27.5,28
281,JS4812,2016,136,112,192,289,310,1039,24,0,0,0,0,24,The Chinese University of Hong Kong,42100,http://www.arch.cuhk.edu.hk, UGC-funded,建築學 ,4, Yes (on a selective basis),34,Architectural Studies,6,0,6,6,6,6,6,5.25,1.5,4,4,5,6.25,7,6.25,0.5,6,6,6,6.25,7,4.75,0.957427108,4,4,4.5,5.25,6,29.75,2.62995564,26,29,30.5,31.25,32
282,JS4812,2015,86,80,187,324,363,1040,18,2,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.arch.cuhk.edu.hk, UGC-funded,建築學 ,4, Yes (on a selective basis),34,Architectural Studies,5.2,0.836660027,4,5,5,6,6,5.4,1.140175425,4,5,5,6,7,6.2,0.836660027,5,6,6,7,7,4.8,0.447213595,4,5,5,5,5,28.8,2.167948339,25,29,30,30,30
283,JS4812,2014,101,98,238,337,443,1217,21,0,0,0,0,21,The Chinese University of Hong Kong,42100,http://www.arch.cuhk.edu.hk, UGC-funded,建築學 ,4, Yes (on a selective basis),34,Architectural Studies,6,0,6,6,6,6,6,4.666666667,0.577350269,4,4.5,5,5,5,6,0,6,6,6,6,6,5.666666667,1.154700538,5,5,5,6,7,29.66666667,1.154700538,29,29,29,30,31
284,JS4812,2013,184,117,253,382,449,1385,17,0,0,0,0,17,The Chinese University of Hong Kong,42100,http://www.arch.cuhk.edu.hk, UGC-funded,建築學 ,4, Yes (on a selective basis),34,Architectural Studies,5.5,0.836660027,4,5.25,6,6,6,5.333333333,1.211060142,4,4.25,5.5,6,7,5.833333333,1.169045194,4,5.25,6,6.75,7,5.5,0.547722558,5,5,5.5,6,6,30.16666667,1.169045194,29,29.25,30,30.75,32
285,JS4812,2012,218,142,266,458,561,1645,26,0,0,0,0,26,The Chinese University of Hong Kong,42100,http://www.arch.cuhk.edu.hk, UGC-funded,建築學 ,4, Yes (on a selective basis),34,Architectural Studies,4.777777778,1.092906421,4,4,4,5,7,4.777777778,0.666666667,4,4,5,5,6,6.111111111,0.78173596,5,6,6,7,7,4.777777778,0.971825316,4,4,5,5,7,29.11111111,1.269295518,27,28,29,30,31
286,JS4801,2017,386,472,866,1364,1335,4423,82,0,0,0,0,82,The Chinese University of Hong Kong,42100,http://sscbroadbased.cuhk.edu.hk, UGC-funded,社會科學 ,4, No,88,Social Science,4.428571429,0.534522484,4,4,4,5,5,5,1.290994449,4,4,4,6,7,4.571428571,0.786795792,4,4,4,5,6,5.142857143,1.069044968,4,4.5,5,5.5,7,26.57142857,1.902379462,25,25,26,27.5,30
287,JS4801,2016,461,414,852,1392,1375,4494,80,1,0,0,0,81,The Chinese University of Hong Kong,42100,http://sscbroadbased.cuhk.edu.hk, UGC-funded,社會科學 ,4, No,88,Social Science,5.181818182,0.873862898,4,5,5,5.5,7,4.818181818,1.07871978,3,4,5,5,7,4.909090909,0.943879807,3,4.5,5,5.5,6,5.454545455,0.820199532,4,5,5,6,7,26.36363636,1.286291357,23,26,27,27,28
288,JS4801,2015,380,411,925,1620,1653,4989,72,0,0,0,0,72,The Chinese University of Hong Kong,42100,http://sscbroadbased.cuhk.edu.hk, UGC-funded,社會科學 ,4, No,88,Social Science,4.857142857,0.864437822,3,4.25,5,5,6,4.928571429,1.206666464,3,4,5,6,7,5.214285714,0.974961256,4,4.25,5,6,7,5.214285714,0.801783726,4,5,5,5.75,7,27.21428571,0.801783726,26,27,27,28,28
289,JS4801,2014,472,446,979,1758,1884,5539,79,0,0,0,0,79,The Chinese University of Hong Kong,42100,http://sscbroadbased.cuhk.edu.hk, UGC-funded,社會科學 ,4, No,88,Social Science,5,1.037749043,3,4.25,5,5.75,7,6,0.960768923,5,5,6,7,7,4.928571429,0.82874193,4,4,5,5.75,6,5.571428571,1.089409559,4,5,6,6,7,28.28571429,1.204387583,27,27.25,28,29,31
290,JS4801,2013,588,558,1019,1978,2163,6306,70,1,0,0,0,71,The Chinese University of Hong Kong,42100,http://sscbroadbased.cuhk.edu.hk, UGC-funded,社會科學 ,4, No,88,Social Science,5.095238095,0.768424486,4,5,5,6,6,5.476190476,1.077916862,4,5,5,6,7,5.285714286,0.956182887,3,5,5,6,7,4.857142857,1.062342425,4,4,4,6,7,28.28571429,1.23056317,27,28,28,28,33
291,JS4801,2012,736,690,1597,2867,2955,8845,76,3,0,0,0,79,The Chinese University of Hong Kong,42100,http://sscbroadbased.cuhk.edu.hk, UGC-funded,社會科學 ,4, No,88,Social Science,5.047619048,0.804747816,4,4,5,6,6,5.380952381,1.160869953,3,5,5,6,7,4.714285714,1.146423008,3,4,5,6,7,5.428571429,0.978336781,4,5,6,6,7,27.71428571,2.283481052,25,26,27,28,34
292,JS4719,2017,91,55,132,188,171,637,29,0,0,0,0,29,The Chinese University of Hong Kong,42100,http://www.sta.cuhk.edu.hk/Programmes/UndergraduateStudies/BScinRiskManagementScience.aspx, UGC-funded,風險管理科學 ,4, Yes (on a selective basis),27,Risk Management Science,4,1,3,3.5,4,4.5,5,4.333333333,0.577350269,4,4,4,4.5,5,6,1,5,5.5,6,6.5,7,4.666666667,0.577350269,4,4.5,5,5,5,27.33333333,0.577350269,27,27,27,27.5,28
293,JS4719,2016,72,38,110,150,205,575,29,0,0,0,0,29,The Chinese University of Hong Kong,42100,http://www.sta.cuhk.edu.hk/Programmes/UndergraduateStudies/BScinRiskManagementScience.aspx, UGC-funded,風險管理科學 ,4, Yes (on a selective basis),27,Risk Management Science,4.428571429,0.786795792,4,4,4,4.5,6,4,0,4,4,4,4,4,6.571428571,0.534522484,6,6,7,7,7,4,0.577350269,3,4,4,4,5,26.85714286,1.345185418,25,26,27,27.5,29
294,JS4719,2015,75,64,131,220,235,725,22,0,0,0,0,22,The Chinese University of Hong Kong,42100,http://www.sta.cuhk.edu.hk/Programmes/UndergraduateStudies/BScinRiskManagementScience.aspx, UGC-funded,風險管理科學 ,4, Yes (on a selective basis),27,Risk Management Science,4.125,0.83452296,3,4,4,4,6,4.25,1.488047618,3,3,4,4.5,7,6.25,0.707106781,5,6,6,7,7,4.5,1.069044968,3,4,4,5.25,6,29,1.069044968,28,28,29,30,30
295,JS4719,2014,92,55,149,242,284,822,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.sta.cuhk.edu.hk/Programmes/UndergraduateStudies/BScinRiskManagementScience.aspx, UGC-funded,風險管理科學 ,4, Yes (on a selective basis),27,Risk Management Science,4.857142857,0.690065559,4,4.5,5,5,6,4.428571429,0.534522484,4,4,4,5,5,6.142857143,0.377964473,6,6,6,6,7,4.571428571,0.786795792,4,4,4,5,6,28.71428571,0.755928946,28,28,29,29,30
296,JS4719,2013,90,69,133,193,263,748,19,0,0,0,0,19,The Chinese University of Hong Kong,42100,http://www.sta.cuhk.edu.hk/Programmes/UndergraduateStudies/BScinRiskManagementScience.aspx, UGC-funded,風險管理科學 ,4, Yes (on a selective basis),27,Risk Management Science,4.625,0.744023809,4,4,4.5,5,6,4.375,0.51754917,4,4,4,5,5,6.875,0.353553391,6,7,7,7,7,5,0.9258201,4,4,5,6,6,29.5,1.772810521,27,28.75,29.5,30,33
297,JS4719,2012,60,69,157,237,347,870,17,2,0,0,0,19,The Chinese University of Hong Kong,42100,http://www.sta.cuhk.edu.hk/Programmes/UndergraduateStudies/BScinRiskManagementScience.aspx, UGC-funded,風險管理科學 ,4, Yes (on a selective basis),27,Risk Management Science,4.555555556,0.527046277,4,4,5,5,5,4.666666667,0.866025404,4,4,4,5,6,6.888888889,0.333333333,6,7,7,7,7,4.555555556,0.527046277,4,4,5,5,5,30.66666667,1.58113883,29,30,30,31,34
298,JS4690,2017,88,43,66,87,71,355,25,0,0,0,0,25,The Chinese University of Hong Kong,42100,http://www.phy.cuhk.edu.hk, UGC-funded,理論物理精研 ,4, May require interview and/or test,20,Enrichment Stream in Theoretical Physics,4.2,1.095445115,3,4,4,4,6,3.6,0.894427191,3,3,3,4,5,6.4,0.547722558,6,6,6,7,7,3.2,0.836660027,2,3,3,4,4,29,2.915475947,27,27,28,29,34
299,JS4690,2016,51,43,60,84,87,325,22,0,0,0,0,22,The Chinese University of Hong Kong,42100,http://www.phy.cuhk.edu.hk, UGC-funded,理論物理精研 ,4, May require interview and/or test,20,Enrichment Stream in Theoretical Physics,4.333333333,1.032795559,3,4,4,4.75,6,4.333333333,1.032795559,3,4,4,4.75,6,6.5,0.547722558,6,6,6.5,7,7,4,1.549193338,3,3,3.5,4,7,28.66666667,3.141125064,25,26,29.5,30,33
300,JS4690,2015,80,51,88,127,93,439,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.phy.cuhk.edu.hk, UGC-funded,理論物理精研 ,4, May require interview and/or test,20,Enrichment Stream in Theoretical Physics,4.666666667,1.527525232,3,4,5,5.5,6,4.333333333,0.577350269,4,4,4,4.5,5,7,0,7,7,7,7,7,4.333333333,0.577350269,4,4,4,4.5,5,31.66666667,3.214550254,28,30.5,33,33.5,34
301,JS4682,2017,112,92,144,193,166,707,31,0,0,0,0,31,The Chinese University of Hong Kong,42100,http://www.math.cuhk.edu.hk, UGC-funded,數學精研 ,4, No,27,Enrichment Mathematics,4.285714286,0.951189731,3,4,4,4.5,6,4.142857143,0.690065559,3,4,4,4.5,5,7,0,7,7,7,7,7,4,0.577350269,3,4,4,4,5,30.28571429,1.496026483,28,29.5,30,31.5,32
302,JS4682,2016,91,80,144,165,176,656,31,0,0,0,0,31,The Chinese University of Hong Kong,42100,http://www.math.cuhk.edu.hk, UGC-funded,數學精研 ,4, No,27,Enrichment Mathematics,4.375,0.744023809,4,4,4,4.25,6,4.375,1.407885953,3,3.75,4,4.5,7,6.75,0.46291005,6,6.75,7,7,7,4.125,0.991031209,3,3.75,4,4.25,6,30,2.449489743,27,28,30,30.75,34
303,JS4682,2015,92,82,131,203,165,673,28,0,0,0,0,28,The Chinese University of Hong Kong,42100,http://www.math.cuhk.edu.hk, UGC-funded,數學精研 ,4, No,27,Enrichment Mathematics,4.636363636,0.809039835,4,4,4,5,6,3.727272727,1.009049958,3,3,3,4,6,6.727272727,0.467099366,6,6.5,7,7,7,4.363636364,1.286291357,3,3,4,5.5,6,30.54545455,1.863525496,28,29,31,32,33
304,JS4682,2014,106,99,163,220,224,812,26,1,0,0,0,27,The Chinese University of Hong Kong,42100,http://www.math.cuhk.edu.hk, UGC-funded,數學精研 ,4, No,27,Enrichment Mathematics,4,1,3,3.5,4,4,6,4.571428571,1.272418021,3,3.5,5,5.5,6,6.714285714,0.487950036,6,6.5,7,7,7,4.714285714,0.951189731,4,4,4,5.5,6,31.28571429,1.889822365,29,30,31,32.5,34
305,JS4682,2013,113,89,159,181,242,784,26,0,1,0,0,27,The Chinese University of Hong Kong,42100,http://www.math.cuhk.edu.hk, UGC-funded,數學精研 ,4, No,27,Enrichment Mathematics,4.625,1.187734939,3,4,4,6,6,4.5,0.755928946,4,4,4,5,6,6.875,0.353553391,6,7,7,7,7,4.25,0.707106781,4,4,4,4,6,30.875,1.642080562,29,29.75,30.5,32.25,33
306,JS4682,2012,159,95,220,282,280,1036,28,0,0,0,0,28,The Chinese University of Hong Kong,42100,http://www.math.cuhk.edu.hk, UGC-funded,數學精研 ,4, No,27,Enrichment Mathematics,5.125,0.83452296,4,4.75,5,6,6,5,1.414213562,3,4,5,5.5,7,6.875,0.353553391,6,7,7,7,7,4.625,1.187734939,3,3.75,5,5.25,6,31,2.138089935,28,30,30.5,31.5,35
